alpha,run,eps,min_samples,mi_A,mi_B,mi_C,mi_D,polarization_mean
0.03,5,10.0,3,0.11587782276785227,0.017098713747144098,1.0148060250609625,1.0276454846525829,0.43906448491399414
0.03,6,10.0,3,0.11587782276785227,0.017098713747144098,1.0148060250609625,1.0276454846525829,0.43906448491399414
0.03,7,10.0,3,0.11587782276785227,0.017098713747144098,1.0148060250609625,1.0276454846525829,0.43906448491399414
0.03,8,10.0,3,0.11587782276785227,0.017098713747144098,1.0148060250609625,1.0276454846525829,0.43906448491399414
0.03,9,10.0,3,0.11587782276785227,0.017098713747144098,1.0148060250609625,1.0276454846525829,0.43906448491399414
0.04,0,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,1,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,2,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,3,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,4,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,5,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,6,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,7,10.0,3,0.07721648431060057,0.008498901506743367,1.1365879888851822,1.1489277098419994,0.46537563485633937
0.04,8,10.0,3,0.01264431509284212,0.0,1.0342467654257563,1.0342467654257563,0.10757366172296895
0.04,9,10.0,3,0.01264431509284212,0.0,1.0342467654257563,1.0342467654257563,0.10757366172296895
0.05,0,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,1,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,2,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,3,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,4,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,5,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,6,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,7,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,8,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.05,9,10.0,3,0.015413872189931302,0.0,0.7673292506614356,0.7673292506614356,0.11647009836416619
0.06,0,10.0,3,0.05338014836752566,0.0,0.798456429916447,0.798456429916447,0.12984513098225378
0.06,1,10.0,3,0.05338014836752566,0.0,0.798456429916447,0.798456429916447,0.12984513098225378
0.06,2,10.0,3,0.05338014836752566,0.0,0.798456429916447,0.798456429916447,0.12984513098225378
0.06,3,10.0,3,0.05338014836752566,0.0,0.798456429916447,0.798456429916447,0.12984513098225378
0.06,4,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.06,5,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.06,6,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.06,7,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.06,8,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.06,9,10.0,3,0.10158912340822752,0.0,0.9327698135598214,0.9327698135598214,0.07830484309641367
0.07,0,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,1,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,2,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,3,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,4,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,5,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,6,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,7,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,8,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.07,9,10.0,3,0.03442888551079309,0.0,0.9937978608333664,0.9937978608333664,0.09251908092176192
0.08,0,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,1,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,2,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,3,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,4,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,5,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,6,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,7,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,8,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.08,9,10.0,3,0.13970616682729248,0.1201144387264373,0.7648661808673282,0.856607474794458,0.3670376814906417
0.09,0,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,1,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,2,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,3,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,4,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,5,10.0,3,0.042964887263091875,0.042964887263091875,0.6863636240938515,0.7551967079623859,0.3902785961802144
0.09,6,10.0,3,0.16849626132527565,0.0,0.8018364545785605,0.8018364545785605,0.2088829931615652
0.09,7,10.0,3,0.16849626132527565,0.0,0.8018364545785605,0.8018364545785605,0.2088829931615652
0.09,8,10.0,3,0.16849626132527565,0.0,0.8018364545785605,0.8018364545785605,0.2088829931615652
0.09,9,10.0,3,0.16849626132527565,0.0,0.8018364545785605,0.8018364545785605,0.2088829931615652
0.1,0,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,1,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,2,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,3,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,4,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,5,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,6,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,7,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,8,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.1,9,10.0,3,0.0979889137747458,0.0,0.8766911643967199,0.8766911643967199,0.22419041065910755
0.11,0,10.0,3,0.1557663946051967,0.0,0.7471700419358845,0.7471700419358845,0.22008722217845814
0.11,1,10.0,3,0.1557663946051967,0.0,0.7471700419358845,0.7471700419358845,0.22008722217845814
0.11,2,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,3,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,4,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,5,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,6,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,7,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,8,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.11,9,10.0,3,0.19168265006783108,0.19061296543046755,0.7406423204060587,0.8707338475857929,0.3993229760356021
0.12,0,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,1,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,2,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,3,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,4,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,5,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,6,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,7,10.0,3,0.1653701253554706,0.1653701253554706,0.7264650591254431,0.8739631581534189,0.406854241363229
0.12,8,10.0,3,0.1064285169596886,0.07491211228215258,0.7720998576491624,0.8615437224841785,0.3745441825288708
0.12,9,10.0,3,0.1064285169596886,0.07491211228215258,0.7720998576491624,0.8615437224841785,0.3745441825288708
0.13,0,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,1,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,2,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,3,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,4,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,5,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,6,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,7,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,8,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.13,9,10.0,3,0.1537813872970672,0.12370395885205909,0.7942048523156202,0.8862818732893247,0.39688734988402213
0.14,0,10.0,3,0.14265133381414777,0.12435762092529119,0.6123497892413011,0.688568709025404,0.39967993029023097
0.14,1,10.0,3,0.14265133381414777,0.12435762092529119,0.6123497892413011,0.688568709025404,0.39967993029023097
0.14,2,10.0,3,0.14265133381414777,0.12435762092529119,0.6123497892413011,0.688568709025404,0.39967993029023097
0.14,3,10.0,3,0.14265133381414777,0.12435762092529119,0.6123497892413011,0.688568709025404,0.39967993029023097
0.14,4,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.14,5,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.14,6,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.14,7,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.14,8,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.14,9,10.0,3,0.08974041879163805,0.06527064832407813,0.6735345303042864,0.7155704942462151,0.3674918648266686
0.15,0,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,1,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,2,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,3,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,4,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,5,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,6,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,7,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,8,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.15,9,10.0,3,0.0823366623276247,0.07496394322180318,0.8370254575815002,0.9121535402751487,0.37374180565533177
0.16,0,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,1,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,2,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,3,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,4,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,5,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,6,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,7,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,8,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.16,9,10.0,3,0.058354280149091005,0.03792436815674496,0.6255568948294629,0.6438126034038634,0.6828866772824391
0.17,0,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,1,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,2,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,3,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,4,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,5,10.0,3,0.06677300354921975,0.042916921136766886,0.4652835280357574,0.5193429186268976,0.6912285502073943
0.17,6,10.0,3,0.07671723097157077,0.01346505694722996,0.6481757158769749,0.661862457860452,0.381318418969413
0.17,7,10.0,3,0.07671723097157077,0.01346505694722996,0.6481757158769749,0.661862457860452,0.381318418969413
0.17,8,10.0,3,0.07671723097157077,0.01346505694722996,0.6481757158769749,0.661862457860452,0.381318418969413
0.17,9,10.0,3,0.07671723097157077,0.01346505694722996,0.6481757158769749,0.661862457860452,0.381318418969413
0.18,0,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,1,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,2,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,3,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,4,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,5,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,6,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,7,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,8,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.18,9,10.0,3,0.15800338037728545,0.02385608241245287,0.5304167111735589,0.5442486748808034,0.3912646631246477
0.19,0,10.0,3,0.03693214466519954,0.020429911992346048,0.6184565365229073,0.6300360194281507,0.4140675390155664
0.19,1,10.0,3,0.03693214466519954,0.020429911992346048,0.6184565365229073,0.6300360194281507,0.4140675390155664
0.19,2,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,3,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,4,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,5,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,6,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,7,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,8,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.19,9,10.0,3,0.1384101600656283,0.0,0.7400338728816197,0.7400338728816197,0.15574648971815705
0.2,0,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,1,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,2,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,3,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,4,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,5,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,6,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,7,10.0,3,0.14162234776755353,0.0,0.7625801715467919,0.7625801715467919,0.1607532277047955
0.2,8,10.0,3,0.054998589642629166,0.0,0.305934477319058,0.305934477319058,0.28535942262322583
0.2,9,10.0,3,0.054998589642629166,0.0,0.305934477319058,0.305934477319058,0.28535942262322583
0.21,0,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,1,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,2,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,3,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,4,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,5,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,6,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,7,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,8,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.21,9,10.0,3,0.11484663995743674,0.0,0.40819488887146166,0.40819488887146166,0.28537279533722637
0.22,0,10.0,3,0.03667308650819833,0.0,0.45396169816953635,0.45396169816953635,0.30118683072795865
0.22,1,10.0,3,0.03667308650819833,0.0,0.45396169816953635,0.45396169816953635,0.30118683072795865
0.22,2,10.0,3,0.03667308650819833,0.0,0.45396169816953635,0.45396169816953635,0.30118683072795865
0.22,3,10.0,3,0.03667308650819833,0.0,0.45396169816953635,0.45396169816953635,0.30118683072795865
0.22,4,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.22,5,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.22,6,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.22,7,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.22,8,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.22,9,10.0,3,0.049198496771519926,0.022617747641591152,0.35431567446482604,0.3819030776966843,0.7451383953442131
0.23,0,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,1,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,2,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,3,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,4,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,5,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,6,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,7,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,8,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.23,9,10.0,3,0.05791656255328483,0.021435890462150775,0.5402193493453968,0.5478132444547458,0.7541793137053213
0.24,0,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,1,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,2,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,3,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,4,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,5,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,6,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,7,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,8,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.24,9,10.0,3,0.04426007100819267,0.016486429433606162,0.7646672257870815,0.7835655016781506,0.4525450859828811
0.25,0,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,1,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,2,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,3,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,4,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,5,10.0,3,0.08288262430380022,0.010984989674473023,0.7714246832071878,0.7786792082726343,0.45925494538885814
0.25,6,10.0,3,0.07076725634507716,0.026418882784380576,0.6327309903046732,0.6620068375195698,0.6398751892805319
0.25,7,10.0,3,0.07076725634507716,0.026418882784380576,0.6327309903046732,0.6620068375195698,0.6398751892805319
0.25,8,10.0,3,0.07076725634507716,0.026418882784380576,0.6327309903046732,0.6620068375195698,0.6398751892805319
0.25,9,10.0,3,0.07076725634507716,0.026418882784380576,0.6327309903046732,0.6620068375195698,0.6398751892805319
0.26,0,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,1,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,2,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,3,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,4,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,5,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,6,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,7,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,8,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.26,9,10.0,3,0.07691645890835401,0.03786888228388716,0.5971135190360609,0.6226915264429698,0.651483228819915
0.27,0,10.0,3,0.10632162398473641,0.045843915192418566,0.7845892182537737,0.8232408581826156,0.6579765156718655
0.27,1,10.0,3,0.10632162398473641,0.045843915192418566,0.7845892182537737,0.8232408581826156,0.6579765156718655
0.27,2,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,3,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,4,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,5,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,6,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,7,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,8,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.27,9,10.0,3,0.07086472620964415,0.0011824252149021277,0.7207627600708479,0.7345543192944199,0.2884004558232576
0.28,0,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,1,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,2,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,3,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,4,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,5,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
0.28,6,10.0,3,0.10998583657266296,0.004584424327884224,0.6475069127894488,0.6629435760007716,0.28689191604000225
